State Name,Date,All-Reported Spending per Child (2023 Dollars),State Spending per Child (2023 Dollars),Total All-Reported Spending (2023 Dollars),Total State Pre-K Spending (2023 Dollars),Year,Number of 3-year-olds Enrolled in State Pre-K,Number of 4-year-olds Enrolled in State Pre-K,Percentage of 3-year-olds Enrolled in State Pre-K,Percentage of 4-year-olds Enrolled in State Pre-K,Total State Pre-K Enrollment,Standards Met,percentage
Nevada,2016-01-01,5836.04,2775.09,9139244.94,4345795.98,2016,179.0,1357.0,1.0,4.0,1566.0,6.0,60.0
Nevada,2017-01-01,6677.2,3342.96,12486360.98,6251336.67,2017,190.0,1666.0,1.0,5.0,1870.0,6.0,60.0
Nevada,2018-01-01,9906.43,5033.65,21506852.52,10928051.7,2018,232.0,1870.0,1.0,5.0,2171.0,6.0,60.0
Nevada,2019-01-01,8543.79,4425.34,18275173.86,9465802.91,2019,0.0,2139.0,0.0,6.0,2139.0,6.0,60.0
Nevada,2020-01-01,10221.65,7656.59,31380459.62,23505742.46,2020,0.0,3070.0,0.0,8.0,3070.0,6.0,60.0
Nevada,2021-01-01,10730.48,10730.48,21128324.68,21128324.68,2021,0.0,1969.0,0.0,5.0,1969.0,5.0,50.0
Nevada,2022-01-01,11336.76,9506.76,27038165.78,22673620.6,2022,0.0,2385.0,0.0,6.0,2385.0,7.0,70.0
Nevada,2023-01-01,9897.26,9467.45,24555099.0,23488749.0,2023,0.0,2481.0,0.0,7.000000000000001,2481.0,7.0,70.0
New Hampshire,2002-01-01,,0.0,,0.0,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2003-01-01,0.0,0.0,0.0,0.0,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2004-01-01,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2005-01-01,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2006-01-01,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2007-01-01,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2008-01-01,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2009-01-01,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2010-01-01,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2011-01-01,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2012-01-01,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2013-01-01,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2014-01-01,0.0,0.0,0.0,0.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2015-01-01,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2016-01-01,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2017-01-01,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2018-01-01,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2019-01-01,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2020-01-01,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2021-01-01,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2022-01-01,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,2023-01-01,0.0,0.0,0.0,0.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,2002-01-01,,15700.99,,528330614.67,2002,12785.0,23881.0,11.0,20.0,36666.0,7.5,75.0
New Jersey,2003-01-01,19310.7,18730.41,764229153.2,741263905.7,2003,16311.0,27367.0,15.0,24.0,43678.0,7.5,75.0
New Jersey,2004-01-01,18750.03,18206.54,770966658.5,748619466.66,2004,16818.0,28702.0,15.0,26.0,45520.0,7.5,75.0
New Jersey,2005-01-01,19537.06,18397.51,815274801.59,767721574.48,2005,17206.0,29061.0,33.0,26.0,46464.0,7.666666666666667,76.66666666666667
New Jersey,2006-01-01,19570.95,18546.05,809442235.62,767053054.89,2006,17280.0,28981.0,15.0,25.0,46261.0,7.666666666666667,76.66666666666667
New Jersey,2007-01-01,19908.8,19070.49,803439166.49,769608214.71,2007,17259.0,28240.0,15.0,25.0,45499.0,7.666666666666667,76.66666666666667
New Jersey,2008-01-01,19821.5,18763.0,832591026.84,788129025.72,2008,17969.0,29035.0,16.0,26.0,47004.0,7.666666666666667,76.66666666666667
New Jersey,2009-01-01,19117.83,18529.69,839303937.79,813483566.48,2009,18961.0,30130.0,17.0,27.0,49091.0,8.333333333333334,83.33333333333334
New Jersey,2010-01-01,19016.06,18982.2,853286010.05,851766806.48,2010,19875.0,29960.0,18.0,27.0,49835.0,8.333333333333334,83.33333333333334
New Jersey,2011-01-01,18792.03,18231.11,882049832.74,855721473.22,2011,20405.0,30802.0,18.0,28.000000000000004,51207.0,8.333333333333334,83.33333333333334
New Jersey,2012-01-01,18397.59,17924.48,860567337.4,838437191.94,2012,20306.0,31234.0,19.0,28.000000000000004,51540.0,8.333333333333334,83.33333333333334
New Jersey,2013-01-01,18609.34,18055.08,871158055.67,845211475.52,2013,20706.0,31020.0,20.0,28.000000000000004,51726.0,8.333333333333334,83.33333333333334
New Jersey,2014-01-01,18055.08,17520.53,852594917.61,827352662.29,2014,20669.0,31138.0,19.0,28.999999999999996,51807.0,8.333333333333334,83.33333333333334
New Jersey,2015-01-01,17506.27,17237.45,814470607.9,801963671.89,2015,20330.0,30703.0,19.0,28.999999999999996,51033.0,8.333333333333334,83.33333333333334
New Jersey,2016-01-01,18128.13,18241.22,864428473.22,853324625.04,2016,20970.0,31800.0,20.0,28.999999999999996,52770.0,8.333333333333334,83.33333333333334
New Jersey,2017-01-01,17491.22,17361.18,866753192.2,844041250.75,2017,21703.0,31667.0,21.0,30.0,53370.0,8.0,80.0
New Jersey,2018-01-01,18827.33,18224.15,869254047.97,825072827.27,2018,20951.0,29733.0,20.0,28.000000000000004,50684.0,8.0,80.0
New Jersey,2019-01-01,18590.23,17477.54,887354970.67,834835791.43,2019,21332.0,31221.0,20.0,30.0,52553.0,8.0,80.0
New Jersey,2020-01-01,17755.13,17537.72,942445863.1,930905781.92,2020,22259.0,33154.0,21.0,32.0,55413.0,8.0,80.0
New Jersey,2021-01-01,21957.4,21957.4,1005427812.97,1005427812.97,2021,16460.0,30435.0,16.0,28.999999999999996,46895.0,8.0,80.0
New Jersey,2022-01-01,18233.37,18233.37,951231372.47,951231372.47,2022,21582.0,31711.0,20.0,28.999999999999996,53293.0,8.0,80.0
New Jersey,2023-01-01,16302.12,16302.12,951831781.0,951831781.0,2023,23011.0,35376.0,22.0,33.0,58387.0,9.0,90.0
New Mexico,2002-01-01,,2384.27,,2002787.12,2002,470.0,370.0,2.0,1.0,840.0,4.0,40.0
New Mexico,2003-01-01,2929.78,2841.73,1921932.44,1864177.96,2003,354.0,302.0,1.0,1.0,656.0,4.0,40.0
New Mexico,2004-01-01,5295.79,5142.29,1980626.94,1923216.61,2004,196.0,178.0,1.0,1.0,374.0,4.0,40.0
New Mexico,2005-01-01,4856.61,4573.33,1923216.61,1811039.52,2005,156.0,240.0,1.0,1.0,396.0,4.0,40.0
New Mexico,2006-01-01,4046.14,3834.25,7892124.54,7478826.74,2006,157.0,1802.0,1.0,7.000000000000001,1959.0,5.5,55.00000000000001
New Mexico,2007-01-01,5165.92,4948.39,13712816.55,13135401.79,2007,242.0,2497.0,1.0,9.0,2739.0,5.5,55.00000000000001
New Mexico,2008-01-01,4925.42,4662.39,17583750.58,16644743.66,2008,0.0,3570.0,0.0,13.0,3570.0,7.0,70.0
New Mexico,2009-01-01,5119.38,4961.88,24291438.68,23544136.14,2009,0.0,4745.0,0.0,17.0,4745.0,8.0,80.0
New Mexico,2010-01-01,5046.12,5037.14,24463601.54,24420046.17,2010,0.0,4848.0,0.0,17.0,4848.0,8.0,80.0
New Mexico,2011-01-01,5256.36,5099.47,22413130.02,21744119.13,2011,0.0,4264.0,0.0,15.0,4264.0,8.0,80.0
New Mexico,2012-01-01,4527.68,4411.25,20786586.77,20252043.84,2012,0.0,4591.0,0.0,16.0,4591.0,8.0,80.0
New Mexico,2013-01-01,5029.16,4879.37,26810450.49,26011927.76,2013,0.0,5331.0,0.0,18.0,5331.0,8.0,80.0
New Mexico,2014-01-01,4812.56,4670.08,36931614.44,35838202.76,2014,0.0,7674.0,0.0,27.0,7674.0,8.0,80.0
New Mexico,2015-01-01,6203.76,6108.5,52093004.75,51293069.34,2015,0.0,8397.0,0.0,30.0,8397.0,8.0,80.0
New Mexico,2016-01-01,6769.13,6811.36,66046409.1,66458415.64,2016,503.0,9254.0,2.0,33.0,9757.0,8.0,80.0
New Mexico,2017-01-01,6559.92,6511.15,68085384.29,67579224.81,2017,1092.0,9287.0,4.0,35.0,10379.0,9.0,90.0
New Mexico,2018-01-01,7551.38,7309.45,68860995.09,66654890.96,2018,891.0,8228.0,3.0,31.0,9119.0,9.0,90.0
New Mexico,2019-01-01,7578.51,7308.7,85265783.02,82230129.85,2019,1264.0,9987.0,5.0,38.0,11251.0,9.0,90.0
New Mexico,2020-01-01,8844.27,8735.97,106723769.73,105416956.25,2020,1570.0,10497.0,6.0,41.0,12067.0,9.0,90.0
New Mexico,2021-01-01,10261.09,10261.09,106592184.37,106592184.37,2021,1848.0,8540.0,8.0,34.0,10388.0,9.0,90.0
New Mexico,2022-01-01,8824.62,8824.62,110899051.47,110899051.47,2022,2488.0,10048.0,11.0,42.0,12567.0,8.0,80.0
New Mexico,2023-01-01,8008.22,8008.22,105924736.0,105924736.0,2023,2444.0,10446.0,11.0,45.0,13227.0,9.0,90.0
New York,2002-01-01,,7428.09,,502738968.77,2002,5835.0,63499.0,2.0,25.0,69334.0,6.5,65.0
New York,2003-01-01,7603.98,6554.46,498934890.55,472289902.64,2003,1430.0,71222.0,1.0,30.0,72652.0,7.5,75.0
New York,2004-01-01,7633.5,6573.08,493061055.26,467177903.46,2004,1481.0,70788.0,1.0,30.0,72269.0,6.5,65.0
New York,2005-01-01,7233.83,6341.41,474708785.24,437574028.12,2005,1243.0,68211.0,0.0,28.999999999999996,69454.0,6.5,65.0
New York,2006-01-01,6571.69,6227.54,452715646.72,429007660.5,2006,1162.0,71428.0,0.0,28.999999999999996,72590.0,7.0,70.0
New York,2007-01-01,6354.62,6087.04,492048524.39,471329507.2,2007,1155.0,83505.0,0.0,35.0,84660.0,7.0,70.0
New York,2008-01-01,6363.34,6023.53,582353975.68,551255126.08,2008,315.0,91202.0,0.0,39.0,91517.0,6.0,60.0
New York,2009-01-01,5596.65,5424.48,572436698.33,554826238.71,2009,255.0,102027.0,0.0,43.0,102282.0,6.0,60.0
New York,2010-01-01,5180.92,5171.69,559160719.34,558165180.97,2010,215.0,107712.0,0.0,47.0,107927.0,6.0,60.0
New York,2011-01-01,5439.44,5277.08,563776330.19,546948135.96,2011,201.0,103445.0,0.0,45.0,103646.0,7.0,70.0
New York,2012-01-01,5308.27,5171.77,544458835.39,530457661.16,2012,201.0,102367.0,0.0,44.0,102568.0,7.0,70.0
New York,2013-01-01,5036.12,4886.12,520467928.19,504966306.26,2013,215.0,103132.0,0.0,45.0,103347.0,7.0,70.0
New York,2014-01-01,5171.83,5018.71,511545443.89,496400431.37,2014,215.0,98695.0,0.0,44.0,98910.0,7.0,70.0
New York,2015-01-01,8692.06,8558.59,974553896.08,959588735.76,2015,147.0,111973.0,0.0,49.0,112120.0,7.0,70.0
New York,2016-01-01,8686.69,8469.88,1043002582.36,1016969602.01,2016,1509.0,118560.0,1.0,50.0,120069.0,7.0,70.0
New York,2017-01-01,8651.32,8324.15,1062996428.13,1022796444.5,2017,3447.0,119424.0,1.0,52.0,122871.0,7.0,70.0
New York,2018-01-01,8785.85,8194.98,1068113398.35,996280349.05,2018,3721.0,117851.0,2.0,51.0,121572.0,7.0,70.0
New York,2019-01-01,8643.65,8041.95,1091709865.73,1015714569.68,2019,4692.0,121610.0,2.0,54.0,126302.0,7.0,70.0
New York,2020-01-01,8485.23,8271.83,1019406845.4,993768887.13,2020,10723.0,109416.0,5.0,48.0,120139.0,7.0,70.0
New York,2021-01-01,8109.34,8109.34,937415398.13,937415398.13,2021,13197.0,102400.0,6.0,46.0,115597.0,7.0,70.0
New York,2022-01-01,6204.61,6204.61,943026749.24,943026749.24,2022,35844.0,116144.0,16.0,52.0,151988.0,7.0,70.0
New York,2023-01-01,6100.96,6100.96,948772591.0,948772591.0,2023,32888.0,122624.0,15.0,56.00000000000001,155512.0,7.0,70.0
North Carolina,2002-01-01,,10495.12,,13013951.8,2002,0.0,1240.0,0.0,1.0,1240.0,9.0,90.0
North Carolina,2003-01-01,9647.63,9357.72,60500306.25,58682259.27,2003,0.0,6271.0,0.0,6.0,6271.0,9.0,90.0
North Carolina,2004-01-01,13097.86,7300.4,131371568.96,73223052.71,2004,0.0,10030.0,0.0,9.0,10030.0,9.0,90.0
North Carolina,2005-01-01,7652.71,7206.34,93110481.47,87679547.18,2005,0.0,12167.0,0.0,10.0,12167.0,9.0,90.0
North Carolina,2006-01-01,6910.31,6548.43,105223256.0,99712884.27,2006,0.0,15227.0,0.0,12.0,15227.0,10.0,100.0
North Carolina,2007-01-01,12453.02,7595.38,223668775.13,136420679.93,2007,0.0,17961.0,0.0,15.0,17961.0,10.0,100.0
North Carolina,2008-01-01,11208.41,7722.01,311459431.5,214579276.34,2008,0.0,27788.0,0.0,22.0,27788.0,10.0,100.0
North Carolina,2009-01-01,11767.76,8007.02,370507767.43,252100968.79,2009,0.0,31485.0,0.0,25.0,31485.0,10.0,100.0
North Carolina,2010-01-01,11570.44,7734.36,360963152.48,241288749.11,2010,0.0,31197.0,0.0,25.0,31197.0,10.0,100.0
North Carolina,2011-01-01,11676.86,7397.81,359262093.67,227608547.98,2011,0.0,30767.0,0.0,24.0,30767.0,10.0,100.0
North Carolina,2012-01-01,11175.09,7199.47,277544572.26,178806139.61,2012,0.0,24836.0,0.0,19.0,24836.0,10.0,100.0
North Carolina,2013-01-01,9887.59,6714.66,292395690.28,198565954.68,2013,0.0,29572.0,0.0,23.0,29572.0,10.0,100.0
North Carolina,2014-01-01,9951.1,6794.36,264868416.72,180845429.11,2014,0.0,26617.0,0.0,21.0,26617.0,10.0,100.0
North Carolina,2015-01-01,10237.85,6907.39,274896618.42,185470371.44,2015,0.0,26851.0,0.0,22.0,26851.0,10.0,100.0
North Carolina,2016-01-01,10160.79,6900.19,272827457.21,185277045.48,2016,0.0,26851.0,0.0,22.0,26851.0,9.0,90.0
North Carolina,2017-01-01,11666.07,6857.51,315205553.14,185283085.9,2017,0.0,27019.0,0.0,22.0,27019.0,8.0,80.0
North Carolina,2018-01-01,10987.99,6787.7,311894189.83,192668874.15,2018,0.0,28385.0,0.0,23.0,28385.0,8.0,80.0
North Carolina,2019-01-01,11457.43,6572.81,338097396.0,193957162.7,2019,0.0,29509.0,0.0,24.0,29509.0,8.0,80.0
North Carolina,2020-01-01,12206.6,6379.21,379124846.04,198131953.56,2020,0.0,31059.0,0.0,25.0,31059.0,8.0,80.0
North Carolina,2021-01-01,14726.69,10693.78,293605952.42,213201934.05,2021,0.0,19937.0,0.0,16.0,19937.0,8.0,80.0
North Carolina,2022-01-01,11814.9,7849.89,279765065.19,185877427.27,2022,0.0,23679.0,0.0,19.0,23679.0,8.0,80.0
North Carolina,2023-01-01,8503.58,6671.86,218405950.65,171360039.72,2023,0.0,25684.0,0.0,21.0,25684.0,9.0,90.0
North Dakota,2002-01-01,,0.0,,0.0,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2003-01-01,0.0,0.0,0.0,0.0,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2004-01-01,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2005-01-01,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2006-01-01,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2007-01-01,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2008-01-01,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2009-01-01,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2010-01-01,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2011-01-01,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2012-01-01,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2013-01-01,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2014-01-01,0.0,0.0,0.0,0.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2015-01-01,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2016-01-01,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Dakota,2017-01-01,0.0,0.0,0.0,0.0,2017,0.0,978.0,0.0,9.0,978.0,2.0,20.0
North Dakota,2018-01-01,711.97,689.16,687055.02,665043.8,2018,0.0,965.0,0.0,9.0,965.0,2.0,20.0
North Dakota,2019-01-01,664.12,640.48,705299.4,680189.16,2019,0.0,1062.0,0.0,10.0,1062.0,2.0,20.0
North Dakota,2020-01-01,635.37,627.59,784687.7,775079.34,2020,0.0,1235.0,0.0,11.0,1235.0,2.0,20.0
North Dakota,2021-01-01,482.52,482.52,653334.23,653334.23,2021,0.0,1354.0,0.0,12.0,1354.0,2.0,20.0
North Dakota,2022-01-01,7869.11,6744.93,2919438.05,2502368.46,2022,0.0,371.0,0.0,3.0,371.0,5.0,50.0
North Dakota,2023-01-01,4776.3,4776.3,2574427.0,2574427.0,2023,0.0,537.0,0.0,5.0,539.0,5.0,50.0
Ohio,2002-01-01,,10994.43,,236954092.15,2002,18000.0,13885.0,6.0,9.0,23599.0,6.0,60.0
Ohio,2003-01-01,10151.15,9846.1,212768773.92,206375027.31,2003,9216.0,14327.0,6.0,10.0,23543.0,6.0,60.0
Ohio,2004-01-01,11717.52,11377.88,167210981.38,162364214.23,2004,6166.0,13418.0,4.0,9.0,19584.0,5.0,50.0
Ohio,2005-01-01,17693.0,16661.0,127979839.27,120515050.28,2005,3125.0,7605.0,2.0,5.0,10730.0,5.0,50.0
Ohio,2006-01-01,4164.68,3946.58,33742255.19,31975227.86,2006,1486.0,6440.0,1.0,4.0,8102.0,4.0,40.0
Ohio,2007-01-01,4231.21,4053.04,31975227.86,30628825.5,2007,1870.0,4979.0,1.0,3.0,7557.0,4.0,40.0
Ohio,2008-01-01,13686.83,12955.92,224869111.69,212860658.11,2008,4141.0,14136.0,3.0,10.0,19215.0,4.0,40.0
Ohio,2009-01-01,13244.53,12837.08,231373230.68,224255257.73,2009,7746.0,11923.0,5.0,8.0,21963.0,4.5,45.0
Ohio,2010-01-01,5771.06,5760.79,32895047.51,32836480.66,2010,1666.0,3535.0,1.0,2.0,5700.0,2.0,20.0
Ohio,2011-01-01,5818.82,5645.13,33167254.76,32177243.34,2011,1614.0,3572.0,1.0,2.0,5700.0,3.0,30.0
Ohio,2012-01-01,5700.55,5553.96,32493151.68,31657565.5,2012,1609.0,3564.0,1.0,2.0,5700.0,3.0,30.0
Ohio,2013-01-01,5479.77,5316.56,31234702.25,30304407.56,2013,1360.0,3457.0,1.0,2.0,5700.0,4.0,40.0
Ohio,2014-01-01,5415.53,5255.19,44136552.65,42829828.78,2014,2199.0,5789.0,2.0,4.0,8150.0,4.0,40.0
Ohio,2015-01-01,5254.71,5174.02,58274782.07,57379919.86,2015,2995.0,6654.0,2.0,5.0,11090.0,4.0,40.0
Ohio,2016-01-01,5174.02,5206.3,76394455.97,76871015.03,2016,3919.0,10846.0,3.0,8.0,14765.0,5.0,50.0
Ohio,2017-01-01,5206.3,5167.6,82998829.77,82381800.95,2017,376.0,15566.0,0.0,11.0,15942.0,5.0,50.0
Ohio,2018-01-01,5169.04,5003.44,92592968.85,89626561.94,2018,1737.0,16176.0,1.0,11.0,17913.0,5.0,50.0
Ohio,2019-01-01,5002.04,4823.96,89386464.0,86204105.33,2019,1779.0,16091.0,1.0,11.0,17870.0,5.0,50.0
Ohio,2020-01-01,4823.96,4764.89,86204105.33,85148551.47,2020,1787.0,16083.0,1.0,11.0,17870.0,5.0,50.0
Ohio,2021-01-01,4600.05,4600.05,69240018.71,69240018.71,2021,2431.0,12621.0,2.0,9.0,15052.0,5.0,50.0
Ohio,2022-01-01,4268.12,4268.12,71414110.84,71414110.84,2022,2285.0,14447.0,2.0,10.0,16732.0,5.0,50.0
Ohio,2023-01-01,4000.0,4000.0,72000000.0,72000000.0,2023,2724.0,15276.0,2.0,11.0,18000.0,5.0,50.0
Oklahoma,2002-01-01,,4860.8,,125792525.74,2002,0.0,25879.0,0.0,56.00000000000001,25879.0,8.0,80.0
Oklahoma,2003-01-01,4740.59,4598.13,133020939.07,129023631.75,2003,0.0,28060.0,0.0,59.0,28060.0,7.0,70.0
Oklahoma,2004-01-01,5390.34,5234.1,162680441.45,157964996.25,2004,0.0,30180.0,0.0,64.0,30180.0,8.0,80.0
Oklahoma,2005-01-01,11627.17,5973.46,368720906.22,189430521.61,2005,0.0,31712.0,0.0,68.0,31712.0,8.0,80.0
Oklahoma,2006-01-01,10950.25,5660.07,365760103.38,189057729.84,2006,0.0,33402.0,0.0,70.0,33402.0,9.0,90.0
Oklahoma,2007-01-01,11326.36,5533.21,389343571.43,190204102.18,2007,0.0,34375.0,0.0,68.0,34375.0,9.0,90.0
Oklahoma,2008-01-01,12062.33,6051.64,424968076.62,213205190.11,2008,0.0,35231.0,0.0,71.0,35231.0,9.0,90.0
Oklahoma,2009-01-01,11982.42,6039.17,431870356.6,217663828.03,2009,0.0,36042.0,0.0,71.0,36042.0,9.0,90.0
Oklahoma,2010-01-01,11615.57,6609.09,433911347.17,246889119.05,2010,0.0,37356.0,0.0,71.0,37356.0,9.0,90.0
Oklahoma,2011-01-01,11352.43,4956.11,436398619.09,190517638.41,2011,0.0,38441.0,0.0,73.0,38441.0,8.0,80.0
Oklahoma,2012-01-01,10636.62,5095.75,426411629.68,204283499.03,2012,0.0,40089.0,0.0,74.0,40089.0,8.0,80.0
Oklahoma,2013-01-01,10600.32,4888.68,425221332.43,196104653.89,2013,0.0,40114.0,0.0,74.0,40114.0,8.0,80.0
Oklahoma,2014-01-01,10394.75,4822.46,424344899.78,196867448.56,2014,0.0,40823.0,0.0,76.0,40823.0,8.0,80.0
Oklahoma,2015-01-01,10222.58,4798.09,409772282.66,192331564.51,2015,0.0,40085.0,0.0,75.0,40085.0,8.0,80.0
Oklahoma,2016-01-01,9674.71,4524.73,398994831.15,186604273.15,2016,1648.0,39593.0,3.0,74.0,41241.0,6.0,60.0
Oklahoma,2017-01-01,10150.32,4748.66,398948245.74,186641400.34,2017,0.0,39304.0,0.0,73.0,39304.0,8.0,80.0
Oklahoma,2018-01-01,10366.75,4556.27,412669085.63,181371510.55,2018,0.0,39807.0,0.0,74.0,39807.0,9.0,90.0
Oklahoma,2019-01-01,11374.19,5142.72,484608723.3,219110718.65,2019,1567.0,40625.0,3.0,76.0,42606.0,9.0,90.0
Oklahoma,2020-01-01,11341.05,5490.87,484070002.45,234366674.25,2020,2839.0,37217.0,5.0,70.0,42683.0,9.0,90.0
Oklahoma,2021-01-01,11747.52,5339.49,451692008.17,205303311.76,2021,2911.0,33168.0,6.0,62.0,38450.0,9.0,90.0
Oklahoma,2022-01-01,11425.98,5023.38,448355282.88,197117574.89,2022,2897.0,33731.0,6.0,65.0,39240.0,9.0,90.0
Oklahoma,2023-01-01,11046.35,4797.72,430608914.0,187024576.0,2023,2910.0,33881.0,6.0,67.0,38982.0,9.0,90.0
Oregon,2002-01-01,,14943.01,,55259241.49,2002,1109.0,2589.0,2.0,6.0,3698.0,7.0,70.0
Oregon,2003-01-01,13064.01,12671.43,52256021.84,50685717.35,2003,1360.0,2640.0,3.0,6.0,4000.0,7.0,70.0
Oregon,2004-01-01,14806.08,14376.92,51850906.25,50347959.09,2004,1191.0,2311.0,3.0,5.0,3502.0,7.0,70.0
Oregon,2005-01-01,14376.92,13538.34,50347959.09,47411270.84,2005,1191.0,2311.0,3.0,5.0,3502.0,7.0,70.0
Oregon,2006-01-01,14084.39,13346.81,49098188.72,46526995.98,2006,1185.0,2301.0,3.0,5.0,3486.0,7.0,70.0
Oregon,2007-01-01,13215.02,12658.56,45433232.97,43520145.36,2007,1203.0,2235.0,3.0,5.0,3438.0,7.0,70.0
Oregon,2008-01-01,13437.41,12719.83,68503932.51,64845687.55,2008,1667.0,3217.0,4.0,7.000000000000001,5098.0,8.0,80.0
Oregon,2009-01-01,12237.04,11860.58,79198104.11,76761651.28,2009,2276.0,3892.0,5.0,8.0,6472.0,8.0,80.0
Oregon,2010-01-01,12474.62,12452.41,81184828.4,81040285.68,2010,2451.0,4009.0,5.0,8.0,6508.0,8.0,80.0
Oregon,2011-01-01,12480.0,12107.48,73731813.77,71530988.34,2011,2245.0,3663.0,5.0,8.0,5908.0,8.0,80.0
Oregon,2012-01-01,12185.92,11872.55,87360864.31,85114313.05,2012,2440.0,4729.0,5.0,10.0,7169.0,8.0,80.0
Oregon,2013-01-01,11847.76,11494.89,85114313.05,82579267.51,2013,2449.0,4716.0,5.0,10.0,7184.0,8.0,80.0
Oregon,2014-01-01,11468.15,11128.62,82673883.05,80226208.05,2014,2582.0,4627.0,6.0,10.0,7209.0,9.0,90.0
Oregon,2015-01-01,11361.07,11186.61,87048517.97,85711808.9,2015,2988.0,4674.0,6.0,10.0,7662.0,9.0,90.0
Oregon,2016-01-01,11549.14,11621.19,90545293.64,91110127.56,2016,3214.0,4626.0,7.000000000000001,10.0,7840.0,7.0,70.0
Oregon,2017-01-01,17521.2,17390.95,117332408.3,116460137.22,2017,3613.57,5828.76,8.0,12.0,9456.0,6.5,65.0
Oregon,2018-01-01,15449.2,14954.26,118240980.93,114452887.0,2018,3615.83,5847.86,8.0,12.0,9477.0,6.5,65.0
Oregon,2019-01-01,14278.68,13770.33,114943911.06,110851649.94,2019,3593.0,5767.0,8.0,12.0,9360.0,6.5,65.0
Oregon,2020-01-01,13972.99,13801.89,116115772.09,114693955.21,2020,3586.44,5773.56,8.0,12.0,9473.0,7.0,70.0
Oregon,2021-01-01,19642.62,19642.62,170990810.29,170990810.29,2021,3293.0,5336.0,7.000000000000001,11.0,8995.0,6.5,65.0
Oregon,2022-01-01,15261.61,15261.61,144059141.72,144059141.72,2022,4057.0,5952.0,9.0,13.0,10009.0,7.0,70.0
