State Name,Date,All-Reported Spending per Child (2023 Dollars),State Spending per Child (2023 Dollars),Total All-Reported Spending (2023 Dollars),Total State Pre-K Spending (2023 Dollars),Year,Number of 3-year-olds Enrolled in State Pre-K,Number of 4-year-olds Enrolled in State Pre-K,Percentage of 3-year-olds Enrolled in State Pre-K,Percentage of 4-year-olds Enrolled in State Pre-K,Total State Pre-K Enrollment,Standards Met,percentage
Maryland,2007-01-01,10319.19,4703.02,264934967.88,120745400.55,2007,849.0,24825.0,1.0,34.0,25674.0,5.0,50.0
Maryland,2008-01-01,13794.97,5752.68,382382910.18,159458545.54,2008,892.0,26827.0,1.0,37.0,27719.0,8.0,80.0
Maryland,2009-01-01,12670.61,5567.49,339838459.37,149325733.1,2009,903.0,25918.0,1.0,35.0,26821.0,8.0,80.0
Maryland,2010-01-01,14262.97,6075.97,372933863.01,158868406.05,2010,0.0,26147.0,0.0,36.0,26147.0,8.0,80.0
Maryland,2011-01-01,14534.39,6320.89,393460579.15,171112908.61,2011,0.0,27071.0,0.0,37.0,27071.0,8.0,80.0
Maryland,2012-01-01,12314.67,5035.78,352347479.89,144083815.6,2012,2925.0,25678.0,4.0,35.0,28612.0,8.0,80.0
Maryland,2013-01-01,6120.51,5938.22,179985983.05,174625278.75,2013,3005.0,26402.0,4.0,35.0,29407.0,8.0,80.0
Maryland,2014-01-01,6091.89,5911.54,179899745.18,174573563.65,2014,3173.0,26358.0,4.0,36.0,29531.0,8.0,80.0
Maryland,2015-01-01,4692.29,4620.24,142556611.49,140367525.23,2015,3423.0,26631.0,5.0,36.0,30381.0,8.0,80.0
Maryland,2016-01-01,9743.75,4478.31,309266598.6,142141655.04,2016,3733.0,27003.0,5.0,36.0,31740.0,7.0,70.0
Maryland,2017-01-01,9887.75,4467.31,310297324.51,140193105.74,2017,3574.0,27496.0,5.0,37.0,31382.0,7.0,70.0
Maryland,2018-01-01,10550.06,4955.58,332052710.86,155971804.08,2018,3574.0,27588.0,5.0,38.0,31474.0,7.0,70.0
Maryland,2019-01-01,10544.89,5046.32,338090408.15,161795058.61,2019,4000.0,27780.0,5.0,38.0,32062.0,7.0,70.0
Maryland,2020-01-01,10588.2,5688.39,350564751.79,188336970.71,2020,2440.0,30669.0,3.0,41.0,33109.0,7.0,70.0
Maryland,2021-01-01,18106.77,11262.71,453846243.54,282299754.73,2021,2225.0,22840.0,3.0,31.0,25065.0,7.0,70.0
Maryland,2022-01-01,12675.84,7654.89,371630176.49,224426159.94,2022,3827.0,25159.0,5.0,34.0,29318.0,7.0,70.0
Maryland,2023-01-01,11771.66,7032.38,375598353.0,224382022.0,2023,4924.0,26637.0,7.000000000000001,37.0,31907.0,8.0,80.0
Massachusetts,2002-01-01,,9662.91,,193006915.93,2002,9432.0,9432.0,12.0,12.0,19974.0,6.0,60.0
Massachusetts,2003-01-01,12810.96,7969.56,228509098.57,142153046.35,2003,8027.0,8027.0,11.0,10.0,17837.0,6.0,60.0
Massachusetts,2004-01-01,10118.7,8685.85,150697764.99,129358426.73,2004,5958.0,6701.0,8.0,9.0,14893.0,6.0,60.0
Massachusetts,2005-01-01,9141.94,8608.71,129358426.73,121813227.7,2005,5660.0,6366.0,7.000000000000001,8.0,14150.0,6.0,60.0
Massachusetts,2006-01-01,7030.57,6089.77,121980445.65,105657443.39,2006,6940.0,7808.0,9.0,10.0,17350.0,6.0,60.0
Massachusetts,2007-01-01,6727.79,5932.59,120306369.63,106086571.24,2007,7153.0,8047.0,9.0,10.0,17882.0,6.0,60.0
Massachusetts,2008-01-01,6143.48,4353.07,118304914.91,83827152.43,2008,7703.0,8666.0,10.0,11.0,19257.0,5.0,50.0
Massachusetts,2009-01-01,9145.92,8864.56,98748529.63,95710626.92,2009,2149.0,8648.0,3.0,11.0,10797.0,6.0,60.0
Massachusetts,2010-01-01,5760.63,5750.38,77584202.27,77446070.16,2010,2811.0,10657.0,4.0,14.000000000000002,13468.0,6.0,60.0
Massachusetts,2011-01-01,5448.32,5285.69,76663260.27,74374933.92,2011,2889.54,11181.46,4.0,15.0,14071.0,6.0,60.0
Massachusetts,2012-01-01,6221.82,5662.85,82538697.84,75123331.27,2012,2425.32,10713.58,3.0,14.000000000000002,13266.0,7.0,70.0
Massachusetts,2013-01-01,5941.97,5369.08,79236170.69,71596624.29,2013,2665.43,10499.16,4.0,14.000000000000002,13335.0,6.0,60.0
Massachusetts,2014-01-01,5357.82,4851.71,69603501.92,63028592.08,2014,4883.38,5079.26,7.000000000000001,7.000000000000001,12991.0,6.0,60.0
Massachusetts,2015-01-01,6899.64,6793.69,67703928.19,62838642.63,2015,5036.0,5238.0,7.000000000000001,7.000000000000001,13397.0,6.0,60.0
Massachusetts,2016-01-01,5312.61,5345.75,58765228.41,54308343.88,2016,5328.98,5680.67,7.000000000000001,8.0,13731.0,6.5,65.0
Massachusetts,2017-01-01,5450.48,5409.96,58156280.93,53787043.99,2017,3870.0,5935.0,5.0,8.0,12657.0,6.0,60.0
Massachusetts,2018-01-01,5938.04,1438.3,142980228.77,51013187.39,2018,12408.0,21722.0,17.0,30.0,37788.0,6.5,65.0
Massachusetts,2019-01-01,5778.5,1728.79,159738651.97,59192370.08,2019,11791.0,21642.0,16.0,30.0,37246.0,5.5,55.00000000000001
Massachusetts,2020-01-01,6771.88,1771.68,167758333.39,60877099.22,2020,12022.0,21614.0,17.0,30.0,37543.0,5.0,50.0
Massachusetts,2021-01-01,7495.5,3405.95,305916005.03,88591467.73,2021,15469.0,24275.0,22.0,34.0,41494.0,5.5,55.00000000000001
Massachusetts,2022-01-01,23493.4,12687.62,130514226.84,61773236.82,2022,8823.0,17627.0,12.0,25.0,28555.0,6.0,60.0
Massachusetts,2023-01-01,13053.52,7009.35,133503054.0,64121030.0,2023,10731.0,19903.0,16.0,28.000000000000004,33064.0,6.0,60.0
Michigan,2002-01-01,,6416.22,,169882124.65,2002,0.0,26477.0,0.0,19.0,26477.0,5.0,50.0
Michigan,2003-01-01,6618.79,6419.9,170182446.62,165068428.14,2003,0.0,25712.0,0.0,19.0,25712.0,5.0,50.0
Michigan,2004-01-01,6663.32,6470.17,164777130.92,160000911.2,2004,0.0,24729.0,0.0,19.0,24729.0,5.0,50.0
Michigan,2005-01-01,6347.33,5977.1,157807286.45,148602726.57,2005,0.0,24862.0,0.0,19.0,24862.0,4.0,40.0
Michigan,2006-01-01,6984.77,6618.99,150668401.9,142778141.37,2006,0.0,21571.0,0.0,16.0,21571.0,6.0,60.0
Michigan,2007-01-01,7012.27,6717.0,152874415.37,146437229.84,2007,0.0,21801.0,0.0,17.0,21801.0,6.0,60.0
Michigan,2008-01-01,6817.68,6453.6,157720230.49,149297659.45,2008,0.0,23134.0,0.0,18.0,23134.0,7.0,70.0
Michigan,2009-01-01,6539.24,6338.07,157536876.23,152690407.08,2009,0.0,24091.0,0.0,19.0,24091.0,7.0,70.0
Michigan,2010-01-01,6513.75,6502.15,128848520.95,128619117.05,2010,0.0,19781.0,0.0,16.0,19781.0,7.0,70.0
Michigan,2011-01-01,6574.27,6378.03,145074416.13,140744080.99,2011,0.0,22067.0,0.0,18.0,22067.0,7.0,70.0
Michigan,2012-01-01,6333.47,6170.6,149336952.89,145496639.24,2012,0.0,23579.0,0.0,19.0,23579.0,7.0,70.0
Michigan,2013-01-01,6211.48,6026.48,152473222.28,147931958.32,2013,0.0,24547.0,0.0,21.0,24547.0,7.0,70.0
Michigan,2014-01-01,7722.12,7493.5,235926259.76,228941335.55,2014,0.0,30552.0,0.0,26.0,30552.0,8.0,80.0
Michigan,2015-01-01,8469.78,8339.72,314330443.63,309503614.14,2015,0.0,37112.0,0.0,32.0,37112.0,8.0,80.0
Michigan,2016-01-01,8137.17,8187.93,315486078.74,317454124.04,2016,0.0,38771.0,0.0,34.0,38771.0,9.0,90.0
Michigan,2017-01-01,8273.28,8211.78,317454124.04,315094110.7,2017,0.0,38371.0,0.0,33.0,38371.0,10.0,100.0
Michigan,2018-01-01,8441.91,8171.45,315094110.7,304999420.38,2018,0.0,37325.0,0.0,32.0,37325.0,10.0,100.0
Michigan,2019-01-01,8235.72,7942.51,305874777.47,294984949.14,2019,0.0,37140.0,0.0,32.0,37140.0,10.0,100.0
Michigan,2020-01-01,8055.42,7956.78,301014894.95,297329021.35,2020,0.0,37368.0,0.0,32.0,37368.0,10.0,100.0
Michigan,2021-01-01,10720.57,10720.57,287043394.07,287043394.07,2021,0.0,26775.0,0.0,23.0,26775.0,10.0,100.0
Michigan,2022-01-01,12726.46,12726.46,456816416.66,456816416.66,2022,0.0,35895.0,0.0,31.0,35895.0,10.0,100.0
Michigan,2023-01-01,11854.22,11854.22,452120000.0,452120000.0,2023,0.0,38140.0,0.0,34.0,38140.0,10.0,100.0
Minnesota,2002-01-01,,11976.62,,31438616.23,2002,815.0,1270.0,1.0,2.0,2625.0,8.0,80.0
Minnesota,2003-01-01,11883.5,11526.4,31384318.02,30441212.64,2003,862.0,1344.0,1.0,2.0,2641.0,8.0,80.0
Minnesota,2004-01-01,11611.59,11275.02,27728478.09,26924742.14,2004,802.0,1208.0,1.0,2.0,2388.0,8.0,80.0
Minnesota,2005-01-01,10306.87,9705.69,25437361.6,23953654.96,2005,817.0,1231.0,1.0,2.0,2468.0,8.0,80.0
Minnesota,2006-01-01,10227.39,9691.79,27010527.73,25596030.07,2006,683.0,1156.0,1.0,2.0,2641.0,8.0,80.0
Minnesota,2007-01-01,9249.91,8860.41,24364252.68,23338330.75,2007,864.0,1245.0,1.0,2.0,2634.0,8.0,80.0
Minnesota,2008-01-01,10135.36,9594.11,23807966.31,22536574.0,2008,767.0,1099.0,1.0,2.0,2349.0,9.0,90.0
Minnesota,2009-01-01,10888.97,10553.98,22529283.82,21836192.27,2009,775.0,1147.0,1.0,2.0,2069.0,9.0,90.0
Minnesota,2010-01-01,10797.02,10777.8,20233621.78,20197597.53,2010,679.0,1053.0,1.0,1.0,1874.0,9.0,90.0
Minnesota,2011-01-01,11034.4,10705.03,21119841.24,20489433.8,2011,702.06,1067.25,1.0,1.0,1914.0,9.0,90.0
Minnesota,2012-01-01,10872.85,10593.24,19712472.05,19205550.8,2012,686.76,1043.93,1.0,1.0,1813.0,9.0,90.0
Minnesota,2013-01-01,10593.24,10277.73,19205550.8,18633532.48,2013,686.76,1043.93,1.0,1.0,1813.0,9.0,90.0
Minnesota,2014-01-01,10929.9,10606.3,19018017.49,18454962.7,2014,661.2,939.6,1.0,1.0,1740.0,9.0,90.0
Minnesota,2015-01-01,10278.22,10120.39,14194223.55,13976258.36,2015,541.9,734.97,1.0,1.0,1381.0,9.0,90.0
Minnesota,2016-01-01,10249.74,10313.68,16573830.26,16677220.08,2016,759.45,857.55,1.0,1.0,1617.0,7.0,70.0
Minnesota,2017-01-01,10537.55,10459.21,43970491.33,37442492.36,2017,712.41,3890.59,1.0,6.0,4603.0,7.0,70.0
Minnesota,2018-01-01,11013.61,10660.77,72678845.35,60378047.91,2018,708.0,6964.0,1.0,10.0,7672.0,6.5,65.0
Minnesota,2019-01-01,11560.97,11149.37,67670857.91,65261623.54,2019,624.36,7612.64,1.0,10.0,8237.0,6.5,65.0
Minnesota,2020-01-01,13081.09,12920.91,70300615.3,61632074.91,2020,536.06,7585.94,1.0,10.0,8122.0,6.5,65.0
Minnesota,2021-01-01,12406.74,12406.74,64481540.75,55937296.22,2021,393.83,7743.17,1.0,11.0,8137.0,7.0,70.0
Minnesota,2022-01-01,12400.39,12400.39,62849296.0,53692169.14,2022,420.47,7623.53,1.0,11.0,8044.0,7.0,70.0
Minnesota,2023-01-01,11623.91,11623.91,52523670.0,52523670.0,2023,415.56,7383.44,1.0,11.0,7799.0,7.0,70.0
Mississippi,2002-01-01,,0.0,,0.0,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2003-01-01,0.0,0.0,0.0,0.0,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2004-01-01,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2005-01-01,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2006-01-01,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2007-01-01,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2008-01-01,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2009-01-01,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2010-01-01,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2011-01-01,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2012-01-01,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2013-01-01,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2014-01-01,0.0,0.0,0.0,0.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi,2015-01-01,4942.51,2299.23,8698814.39,4046637.36,2015,119.0,1641.0,0.0,4.0,1760.0,10.0,100.0
Mississippi,2016-01-01,5214.44,2326.52,9286916.75,4143539.04,2016,263.0,1517.0,1.0,4.0,1781.0,9.0,90.0
Mississippi,2017-01-01,9515.02,3944.73,12464675.44,5167595.09,2017,0.0,1310.0,0.0,3.0,1310.0,9.0,90.0
Mississippi,2018-01-01,7459.06,2702.48,13724664.35,4972567.6,2018,0.0,1840.0,0.0,5.0,1840.0,9.0,90.0
Mississippi,2019-01-01,11826.13,2771.69,23108264.2,5415877.84,2019,0.0,1954.0,0.0,5.0,1954.0,10.0,100.0
Mississippi,2020-01-01,6879.35,2604.64,21078325.62,7980612.31,2020,0.0,3064.0,0.0,8.0,3064.0,10.0,100.0
Mississippi,2021-01-01,8986.29,3256.16,24505601.81,8879551.69,2021,0.0,2727.0,0.0,7.000000000000001,2727.0,10.0,100.0
Mississippi,2022-01-01,8491.02,3356.18,23834295.17,9420801.44,2022,0.0,2807.0,0.0,8.0,2807.0,10.0,100.0
Mississippi,2023-01-01,8572.76,3281.18,45684214.0,17485429.0,2023,0.0,5329.0,0.0,15.0,5329.0,10.0,100.0
Missouri,2002-01-01,,4819.03,,30032196.46,2002,2546.0,3686.0,3.0,5.0,6232.0,5.0,50.0
Missouri,2003-01-01,4401.19,4268.94,21513039.37,20866567.99,2003,1714.0,3174.0,2.0,4.0,4888.0,5.0,50.0
Missouri,2004-01-01,3973.68,3858.5,17623256.91,17112430.28,2004,1550.0,2885.0,2.0,4.0,4435.0,4.0,40.0
Missouri,2005-01-01,4250.46,4002.54,20006938.22,18839976.51,2005,1772.0,2935.0,2.0,4.0,4707.0,6.0,60.0
Missouri,2006-01-01,4673.03,4428.31,21537982.26,20410072.96,2006,1692.0,2917.0,2.0,4.0,4609.0,7.0,70.0
Missouri,2007-01-01,4274.81,4094.8,21254341.15,20359370.35,2007,1710.0,3262.0,2.0,4.0,4972.0,7.0,70.0
Missouri,2008-01-01,4444.6,4207.25,20622934.8,19521629.45,2008,1552.0,3088.0,2.0,4.0,4640.0,7.0,70.0
Missouri,2009-01-01,4394.6,4259.41,20074548.03,19456974.04,2009,1498.0,3070.0,2.0,4.0,4568.0,8.0,80.0
Missouri,2010-01-01,4512.48,4504.44,19543545.43,19508749.8,2010,1296.0,3035.0,2.0,4.0,4331.0,9.0,90.0
Missouri,2011-01-01,4553.5,4417.58,19211208.12,18637771.59,2011,1279.0,2940.0,2.0,4.0,4219.0,9.0,90.0
Missouri,2012-01-01,3841.25,3742.47,15760664.69,15355367.17,2012,1045.0,3058.0,1.0,4.0,4103.0,8.0,80.0
Missouri,2013-01-01,2883.84,2797.95,10598117.8,10282463.36,2013,977.0,2698.0,1.0,3.0,3675.0,7.0,70.0
Missouri,2014-01-01,2719.7,2639.18,10536118.17,10224181.77,2014,1246.0,2628.0,2.0,3.0,3874.0,7.0,70.0
Missouri,2015-01-01,4218.87,4154.09,17968184.36,17692266.56,2015,1298.0,2961.0,2.0,4.0,4259.0,9.0,90.0
Missouri,2016-01-01,6108.05,6146.16,15202943.0,15297781.03,2016,926.0,1563.0,1.0,2.0,2489.0,8.0,80.0
Missouri,2017-01-01,4773.32,4737.83,12630205.11,12536309.81,2017,801.0,1845.0,1.0,2.0,2646.0,8.0,80.0
Missouri,2018-01-01,5885.08,5696.54,13994720.83,13546371.06,2018,712.0,1666.0,1.0,2.0,2378.0,8.0,80.0
Missouri,2019-01-01,4952.17,4775.87,24103041.26,23244918.91,2019,1097.0,4626.0,1.0,6.0,5788.0,7.0,70.0
Missouri,2020-01-01,6114.86,6039.98,26597173.22,26271495.59,2020,1150.0,5641.0,2.0,7.000000000000001,6874.0,7.5,75.0
Missouri,2021-01-01,5344.7,5344.7,28546180.34,28546180.34,2021,1023.37,5350.43,1.0,7.000000000000001,6455.0,6.5,65.0
Missouri,2022-01-01,5311.64,5311.64,27833010.16,27833010.16,2022,733.0,4431.0,1.0,6.0,5240.0,5.0,50.0
Missouri,2023-01-01,4333.41,4333.41,27625495.09,27625495.09,2023,920.0,5356.0,1.0,7.000000000000001,6375.0,4.0,40.0
Montana,2002-01-01,,0.0,,0.0,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2003-01-01,0.0,0.0,0.0,0.0,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2004-01-01,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2005-01-01,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2006-01-01,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2007-01-01,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2008-01-01,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2009-01-01,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2010-01-01,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2011-01-01,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2012-01-01,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2013-01-01,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2014-01-01,0.0,0.0,0.0,0.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2015-01-01,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2016-01-01,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2017-01-01,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2018-01-01,10975.45,10518.64,3358488.11,3218705.13,2018,14.0,265.0,0.0,2.0,306.0,6.0,60.0
Montana,2019-01-01,12046.64,10241.13,4095857.1,3481982.56,2019,2.0,269.0,0.0,2.0,340.0,6.0,60.0
Montana,2020-01-01,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2021-01-01,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2022-01-01,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,2023-01-01,0.0,0.0,0.0,0.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
National,2002-01-01,,6945.45,,4820709711.33,2002,103993.12,566379.88,3.0,14.000000000000002,696632.0,0.0,0.0
National,2003-01-01,7711.89,6862.6,5641458869.63,5020175314.52,2003,95416.0,617831.0,2.0,16.0,733202.0,0.0,0.0
National,2004-01-01,7270.94,6644.49,5492856429.34,5019600487.9,2004,109190.0,641855.0,3.0,17.0,762044.0,0.0,0.0
National,2005-01-01,7341.91,6408.03,5861672364.67,5116072394.73,2005,112623.0,678851.0,3.0,17.0,805919.0,0.0,0.0
National,2006-01-01,7005.13,5877.88,6611331609.56,5555871448.39,2006,121394.0,809699.0,3.0,20.0,948450.0,0.0,0.0
National,2007-01-01,7009.66,5927.13,7208932137.79,6095630347.39,2007,133245.0,881244.0,3.0,22.0,1031929.0,0.0,0.0
National,2008-01-01,7373.98,6247.7,8391491487.71,7109793917.04,2008,152027.99,978153.01,4.0,24.0,1141043.0,0.0,0.0
National,2009-01-01,7133.83,6206.05,8731418920.68,7595859651.57,2009,152375.0,1046752.0,4.0,25.0,1216077.0,0.0,0.0
National,2010-01-01,7098.11,6210.5,9232340708.62,8077843796.94,2010,174078.0,1118177.0,4.0,28.000000000000004,1300675.0,0.0,0.0
National,2011-01-01,7269.92,6053.2,9692442101.83,8070276800.87,2011,179602.83,1145092.24,4.0,28.000000000000004,1333225.0,0.0,0.0
National,2012-01-01,6721.56,5492.58,9029645246.79,7378653118.89,2012,177152.56,1156644.36,4.0,28.000000000000004,1343386.0,0.0,0.0
National,2013-01-01,6472.4,5464.18,8665962736.02,7316046181.0,2013,177003.01,1147430.17,4.0,28.000000000000004,1338910.0,0.0,0.0
National,2014-01-01,6103.61,5217.76,8548035589.4,7307404351.72,2014,178041.57,1208717.82,4.0,30.0,1400487.4,0.0,0.0
National,2015-01-01,6947.97,6093.97,10041869160.72,8807590245.24,2015,190888.33,1236587.84,5.0,31.0,1446339.0,0.0,0.0
National,2016-01-01,7365.98,6469.33,10940495966.42,9608722587.62,2016,193704.91,1276719.28,5.0,32.0,1486454.0,0.0,0.0
National,2017-01-01,7472.59,6495.24,11310764520.64,9831418463.0,2017,205748.71,1299278.55,5.0,33.0,1515796.0,0.0,0.0
National,2018-01-01,7701.87,6458.19,12102666934.86,10148347195.4,2018,227040.61,1334198.47,6.0,33.0,1572903.0,0.0,0.0
National,2019-01-01,7618.88,6326.48,12394816393.03,10292270368.33,2019,241255.52,1372481.81,6.0,34.0,1628268.0,0.0,0.0
National,2020-01-01,7676.36,6580.5,12611636077.37,10797156484.62,2020,253519.82,1380077.85,6.0,34.0,1656674.0,0.0,0.0
National,2021-01-01,9362.87,7786.88,12477740353.49,10355755625.01,2021,188297.45,1136591.1,5.0,28.000000000000004,1345448.0,0.0,0.0
National,2022-01-01,8103.72,6943.59,12331909619.48,10566473939.96,2022,245194.31,1258885.31,6.0,32.0,1526116.0,0.0,0.0
National,2023-01-01,8294.31,7275.34,13371002190.58,11729366111.79,2023,273416.08,1332999.34,7.000000000000001,35.0,1631968.0,0.0,0.0
Nebraska,2002-01-01,,5422.48,,2602790.36,2002,123.83,356.17,1.0,2.0,480.0,6.0,60.0
Nebraska,2003-01-01,10920.8,3707.42,12012878.58,4078161.17,2003,341.0,583.0,1.0,3.0,1100.0,6.0,60.0
Nebraska,2004-01-01,3000.98,2914.0,4072335.22,3954294.76,2004,366.0,814.0,2.0,4.0,1357.0,6.0,60.0
Nebraska,2005-01-01,3702.52,3486.56,3954294.76,3723649.25,2005,276.0,635.0,1.0,3.0,1068.0,6.0,60.0
Nebraska,2006-01-01,13171.09,4176.11,19532733.3,6193173.94,2006,499.0,861.0,2.0,4.0,1483.0,8.0,80.0
Nebraska,2007-01-01,11589.95,3663.63,18752533.25,5927759.72,2007,496.0,977.0,2.0,4.0,1618.0,8.0,80.0
Nebraska,2008-01-01,10877.49,4259.72,24158903.09,9460828.66,2008,642.0,1468.0,2.0,6.0,2221.0,7.0,70.0
Nebraska,2009-01-01,7909.5,4173.35,21537565.92,11364040.85,2009,756.0,1880.0,3.0,7.000000000000001,2723.0,7.0,70.0
Nebraska,2010-01-01,3061.93,1717.35,31378615.12,17599366.77,2010,2803.0,7147.0,11.0,27.0,10248.0,6.0,60.0
Nebraska,2011-01-01,3921.27,2301.88,39926376.25,23437746.97,2011,2518.0,6980.0,9.0,27.0,10182.0,6.0,60.0
Nebraska,2012-01-01,2999.06,1316.76,30602383.31,13436187.32,2012,3572.0,5907.0,13.0,22.0,10204.0,6.0,60.0
Nebraska,2013-01-01,4106.98,1722.75,42885122.91,17988972.87,2013,2979.0,6914.0,11.0,26.0,10442.0,6.0,60.0
Nebraska,2014-01-01,3091.0,2817.17,36634525.38,33389109.15,2014,3291.0,7995.0,13.0,30.0,11852.0,6.0,60.0
Nebraska,2015-01-01,7502.96,3569.21,90583281.72,43091127.37,2015,3511.0,8020.0,14.000000000000002,30.0,12073.0,8.0,80.0
Nebraska,2016-01-01,7367.1,2996.86,93208583.39,37916227.28,2016,3670.0,8227.0,14.000000000000002,32.0,12652.0,7.0,70.0
Nebraska,2017-01-01,6739.15,2516.19,86692401.35,32368235.66,2017,3850.0,8336.0,15.0,32.0,12864.0,8.0,80.0
Nebraska,2018-01-01,8912.93,2224.77,124228486.03,31008784.61,2018,4239.0,8711.0,16.0,33.0,13938.0,8.0,80.0
Nebraska,2019-01-01,10735.26,2203.95,149832069.46,30760589.1,2019,4201.0,9057.0,15.0,34.0,13957.0,8.0,80.0
Nebraska,2020-01-01,10836.86,2321.47,155628142.58,33338656.21,2020,4320.0,9288.0,16.0,34.0,14361.0,7.0,70.0
Nebraska,2021-01-01,11496.56,2573.58,147224929.42,32957327.75,2021,4026.0,8254.0,15.0,31.0,12806.0,7.0,70.0
Nebraska,2022-01-01,12473.25,2468.17,166642643.44,32974794.52,2022,4023.0,8772.0,16.0,33.0,13360.0,7.0,70.0
Nebraska,2023-01-01,11633.57,2335.38,153528275.0,30819968.0,2023,4023.0,8623.0,16.0,34.0,13197.0,7.0,70.0
Nevada,2002-01-01,,5906.06,,2551417.28,2002,111.0,321.0,0.0,1.0,432.0,4.0,40.0
Nevada,2003-01-01,7378.92,7157.18,6006439.29,5825944.52,2003,218.0,492.0,1.0,2.0,814.0,4.0,40.0
Nevada,2004-01-01,5763.43,5596.37,5625110.62,5462061.51,2004,232.0,720.0,1.0,2.0,976.0,3.0,30.0
Nevada,2005-01-01,5216.87,4912.58,5462061.51,5143471.2,2005,206.0,827.0,1.0,2.0,1047.0,4.0,40.0
Nevada,2006-01-01,5533.65,5243.86,5384237.0,5102273.22,2006,215.0,758.0,1.0,2.0,973.0,7.0,70.0
Nevada,2007-01-01,5589.79,5354.42,5304715.29,5081346.09,2007,140.0,799.0,0.0,2.0,949.0,7.0,70.0
Nevada,2008-01-01,5044.49,4775.11,5241229.43,4961337.45,2008,193.0,829.0,1.0,2.0,1039.0,7.0,70.0
Nevada,2009-01-01,4536.41,4396.85,5094391.65,4937667.63,2009,234.0,878.0,1.0,2.0,1123.0,7.0,70.0
Nevada,2010-01-01,4007.85,4000.71,4937667.63,4928876.53,2010,390.0,820.0,1.0,2.0,1232.0,7.0,70.0
Nevada,2011-01-01,4866.67,3534.19,6584604.09,4781754.19,2011,285.0,1032.0,1.0,3.0,1353.0,7.0,70.0
Nevada,2012-01-01,5132.16,3617.07,6610224.24,4658787.74,2012,240.0,1027.0,1.0,3.0,1288.0,7.0,70.0
Nevada,2013-01-01,4576.65,3244.82,6375276.93,4520030.36,2013,107.0,1272.0,0.0,3.0,1393.0,7.0,70.0
Nevada,2014-01-01,4274.47,3130.77,5988526.64,4386208.59,2014,0.0,1401.0,0.0,4.0,1401.0,7.0,70.0
Nevada,2015-01-01,4497.86,3089.31,6288004.0,4318854.37,2015,313.0,1085.0,1.0,3.0,1398.0,7.0,70.0
